CVE ID,Hash value,CWE ID,Software,Type of patch statements,Patch statement function,Critical variables,Vulnerability-triggered function,Vulnerability-triggered line numbers,Vulnerability-triggered statements,Type of vulnerability-triggered statements,List of functions from to-be-patched function to vulnerability-triggered function,Cross-function or not,Type of cross-function vulnerabilities,The number of cross-function layers
CVE-2010-4650,7572777eef78ebdee1ecb7c258c0ef94d35bad16,CWE-119,linux,"P-1;
P-7;
P-9;","fuse_verify_ioctl_iov
fuse_do_ioctl","[""in_iov"", ""out_iov""]",fuse_do_ioctl,1781,"[""pages[num_pages]= alloc_page(GFP_KERNEL | __GFP_HIGHMEM);""]",T-2;,fuse_do_ioctl,No,None,1
CVE-2011-0521,cb26a24ee9706473f31d34cc259f4dcf45cd0644,CWE-119,linux,P-10;,dvb_ca_ioctl,"[""info"", ""num""]",dvb_ca_ioctl,282,"[""av7110->ci_slot[info->num].num= info->num;""]",T-2;,dvb_ca_ioctl,No,None,1
CVE-2011-1476,b769f49463711205d57286e64cf535ed4daf59e9,CWE-189,linux,"P-8;
P-10;
P-11;",opl3_load_patch,"[""ins，offs""]",opl3_load_patch,837,"[""if (copy_from_user(& ((char *) & ins)[offs], addr + offs, sizeof (ins) - offs));""]",T-1;,opl3_load_patch,No,None,1
CVE-2011-1759,0f22072ab50cac7983f9660d33974b45184da4f9,CWE-189,linux,P-10;,sys_oabi_semtimedop,"[""nsops""]",sys_oabi_semtimedop,"[316, 321]","[""sops= kmalloc(sizeof (* sops) * nsops, GFP_KERNEL);"", ""__get_user_error(sops[i].sem_num, & tsops->sem_num, err);""]",T-1;,sys_oabi_semtimedop,No,None,1
CVE-2011-2182,cae13fe4cc3f24820ffb990c09110626837e85d4,CWE-119,linux,P-9;,ldm_frag_add,"[""rec""]",ldm_frag_add,1349,"[""memcpy(f->data + rec * (size - VBLK_SIZE_HEAD) + VBLK_SIZE_HEAD, data, size);""]",T-1;,ldm_frag_add,No,None,1
CVE-2011-2517,208c72f4fe44fe09577e7975ba0e7fa0278f3d03,CWE-119,linux,P-2;,"nl80211_trigger_scan
nl80211_start_sched_scan","[""request"", ""ssids"", ""i"", ""ssid_len"", ""nla_len""]",nl80211_trigger_scan,3413,"[""memcpy(request->ssids[i].ssid, nla_data(attr), nla_len(attr));""]",T-1;,nl80211_trigger_scan,No,None,1
CVE-2011-2521,fc66c5210ec2539e800e87d7b3a985323c7be96e,CWE-189,linux,P-2;,x86_assign_hw_event,"[""hwc"", ""event_base""]",x86_perf_event_set_period,41,"[""native_write_msr((msr), (u32) ((u64) (val)), \\;""]",T-1;,"x86_pmu_enable
x86_assign_hw_event
x86_pmu_start
x86_perf_event_set_period",Yes,callee type,4
CVE-2013-4312,712f4aad406bb1ed67f3f98d04c044191f0ff593,CWE-119,linux,"P-1;
P-7;
P-9;
P-10;
P-11;","too_many_unix_fds
unix_attach_fds","[""current""]",unix_attach_fds,1525,"[""struct sock * sk= unix_get_socket(scm->fp->fp[i]);""]",T-2;,unix_attach_fds,No,None,1
CVE-2013-4387,2811ebac2521ceac84f2bdae402455baa6a7fb47,CWE-119,linux,"P-2;
P-4;
P-9;","ip6_ufo_append_data
ip6_append_data","[""length""]",skb_append_datato_frags,2701,"[""ret= getfrag(from, page_address(pfrag->page) + pfrag->offset, offset, copy, 0, skb);""]",T-3;,"ip6_ufo_append_data
skb_append_datato_frags",Yes,caller type,2
CVE-2013-4483,6062a8dc0517bce23e3c2f7d2fea5e22411269a3,CWE-189,linux,"P-4;
P-6;
P-8;
P-10;
P-11;","ipc_alloc
ipc_free
rcu_use_vmalloc
ipc_rcu_getref
ipc_rcu_putref","[""refcount""]",ipc_rcu_putref,581,"[""if (--container_of(ptr, struct ipc_rcu_hdr, data)->refcount > 0);""]",T-4;,ipc_rcu_putref,No,None,1
CVE-2013-4511,7314e613d5ff9f0934f7a0f74ed7973b903315d1,CWE-189,linux,"P-3;
P-11;",au1100fb_fb_rotate,"[""off""]",au1100fb_fb_rotate,378,"[""if ((vma->vm_end - vma->vm_start + off) > len) {;""]",T-4;,au1100fb_fb_rotate,No,None,1
CVE-2013-4512,201f99f170df14ba52ea4c52847779042b7a623b,CWE-119,linux,"P-1;
P-5;
P-10;",exitcode_proc_write,"[""count""]",exitcode_proc_write,45,"[""if (copy_from_user(buf, buffer, count));""]",T-1;,exitcode_proc_write,No,None,1
CVE-2013-4513,c2c65cd2e14ada6de44cb527e7f1990bede24e15,CWE-119,linux,P-9;,oz_cdev_write,"[""count""]",oz_cdev_write,180,"[""if (copy_from_user(app_hdr + 1, buf, count));""]",T-1;,oz_cdev_write,No,None,1
CVE-2013-4514,b5e2f339865fb443107e5b10603e53bbc92dc054,CWE-119,linux,"P-1;
P-4;
P-5;
P-9;",wvlan_uil_put_info,"[""pLtv"", ""u"", ""u16""]",wvlan_uil_put_info,689,"[""memcpy((void *) lp->StationName, (void *) & pLtv->u.u8[2], (size_t) pLtv->u.u16[0]);""]",T-1;,wvlan_uil_put_info,No,None,1
CVE-2013-4563,0e033e04c2678dbbe74a46b23fffb7bb918c288e,CWE-189,linux,P-10;,udp6_ufo_fragment,"[""skb""]",skb_headroom,1484,"[""return skb->data - skb->head;""]",T-4;,"udp6_ufo_fragment
skb_headroom",Yes,caller type,2
CVE-2013-4588,04bcef2a83f40c6db24222b27a52892cba39dffb,CWE-119,linux,"P-4;
P-9;
P-10;","do_ip_vs_set_ctl
do_ip_vs_get_ctl","[""get_arglen [ GET_CMDID ( cmd ) ]""]",do_ip_vs_get_ctl,2365,"[""if (copy_from_user(arg, user, get_arglen[GET_CMDID(cmd)]) != 0);""]",T-1;,do_ip_vs_get_ctl,No,None,1
CVE-2013-4591,7d3e91a89b7adbc2831334def9e494dd9892f9af,CWE-119,linux,P-9;,__nfs4_get_acl_uncached,"[""res"", ""acl_len""]",_copy_from_pages,289,"[""memcpy(p, vfrom + pgbase, copy);""]",T-1;,"__nfs4_get_acl_uncached
_copy_from_pages",Yes,caller type,2
CVE-2013-6367,b963a22e6d1a266a67e9eecc88134713fd54775c,CWE-189,linux,P-10;,apic_get_tmcct,"[""apic"", ""lapic_timer"", ""period""]",apic_get_tmcct,851,"[""ns= mod_64(ktime_to_ns(remaining), apic->lapic_timer.period);""]",T-19;,apic_get_tmcct,No,None,1
CVE-2013-6376,17d68b763f09a9ce824ae23eb62c9efc57b69271,CWE-189,linux,P-2;,recalculate_apic_map,"[""new"", ""cid_mask""]",recalculate_apic_map,199,"[""new->logical_map[cid][ffs(lid) - 1]= apic;""]",T-2;,recalculate_apic_map,No,None,1
CVE-2013-6378,a497e47d4aec37aaf8f13509f3ef3d1f6a717d88,CWE-189,linux,"P-1;
P-2;
P-9;",lbs_debugfs_write,"[""pdata""]",lbs_debugfs_write,916,"[""pdata= kmalloc(cnt, GFP_KERNEL);""]",T-1;,lbs_debugfs_write,No,None,1
CVE-2013-6381,6fb392b1a63ae36c31f62bc3fc8630b49d602b62,CWE-119,linux,"P-6;
P-9;",qeth_snmp_command,"[""req_len""]",memdup_user,101,"[""if (copy_from_user(p, src, len)) {;""]",T-1;,"qeth_snmp_command
memdup_user",Yes,caller type,2
CVE-2013-6763,7314e613d5ff9f0934f7a0f74ed7973b903315d1,CWE-119,linux,"P-2;
P-4;
P-5;
P-10;",uio_mmap_physical,"[""idev"", ""info"", ""mem"", ""mi"", ""addr""]",uio_mmap_physical,654,"[""idev->info->mem[mi].addr >> PAGE_SHIFT,;""]",T-2;,uio_mmap_physical,No,None,1
CVE-2013-7027,f5563318ff1bde15b10e736e97ffce13be08bc1a,CWE-119,linux,"P-9;
P-10;",ieee80211_radiotap_iterator_init,"[""iterator"", ""_arg""]",ieee80211_radiotap_iterator_init,139,"[""iterator->_arg+= sizeof (uint32_t);""]",T-3;,ieee80211_radiotap_iterator_init,No,None,1
CVE-2014-0049,a08d3b3b99efd509133946056531cdf8f3a0c09b,CWE-120,linux,P-10;,complete_emulated_mmio,"[""vcpu"", ""mmio_cur_fragment""]",complete_emulated_mmio,6173,"[""frag= & vcpu->mmio_fragments[vcpu->mmio_cur_fragment];""]",T-2;,complete_emulated_mmio,No,None,1
CVE-2014-0069,5d81de8e8667da7135d3a32a964087c0faf5483f,CWE-119,linux,"P-2;
P-4;
P-5;
P-9;",cifs_iovec_write,"[""copied""]",iov_iter_copy_from_user,2448,"[""copied= iov_iter_copy_from_user(wdata->pages[i], & it, 0, bytes);""]",T-1;,"cifs_iovec_write
iov_iter_copy_from_user",Yes,caller type,2
CVE-2014-0205,7ada876a8703f23befbb20a7465a702ee39b1704,CWE-119,linux,"P-3;
P-11;","queue_lock
queue_unlock
unqueue_me_pi
futex_wait","[""key""]",__mmdrop,525,"[""mm_free_pgd(mm);""]",T-12;,"futex_wait
put_futex_key
drop_futex_key_refs
mmdrop
__mmdrop",Yes,caller type,5
CVE-2014-2889,a03ffcf873fe0f2565386ca8ef832144c42e67fa,CWE-189,linux,P-10;,bpf_jit_compile,"[""f_offset""]",bpf_jit_compile,54,"[""#define EMIT2(b1, b2) EMIT((b1) + ((b2) << 8), 2);""]",T-3;,bpf_jit_compile,No,None,1
CVE-2017-9074,2423496af35d94a87156b063ea5cedffc10a70a1,CWE-125,linux,P-9;,ipv6_gso_segment,"[""unfrag_ip6hlen""]",ipv6_gso_segment,120,"[""fptr= (struct frag_hdr *) ((u8 *) ipv6h + unfrag_ip6hlen);""]",T-3;,ipv6_gso_segment,No,None,1
CVE-2017-9984,20e2b791796bd68816fa115f12be5320de2b8021,CWE-125,linux,"P-2;
P-5;
P-9;
P-10;",snd_msnd_interrupt,"[""readw"", ""chip"", ""DSPQ"", ""+"", ""JQS_wHead )""]",snd_msnd_interrupt,181,"[""snd_msnd_eval_dsp_msg(chip, readw(pwDSPQData + 2 * readw(chip->DSPQ + JQS_wHead)));""]",T-3;,snd_msnd_interrupt,No,None,1
CVE-2017-9985,20e2b791796bd68816fa115f12be5320de2b8021,CWE-125,linux,"P-2;
P-5;
P-9;
P-10;",snd_msndmidi_input_read,"[""readw"", ""chip"", ""DSPQ"", ""+"", ""JQS_wHead )""]",snd_msndmidi_input_read,128,"[""val= readw(pwMIDQData + 2 * readw(mpu->dev->MIDQ + JQS_wHead));""]",T-3;,snd_msndmidi_input_read,No,None,1
CVE-2017-15306,ac64115a66c18c01745bbd3c47a36b124e5fd8c0,CWE-476,linux,P-2;,kvm_vm_ioctl_check_extension,"[""kvm""]",kvm_vm_ioctl_check_extension,647,"[""r= cpu_has_feature(CPU_FTR_TM_COMP) && is_kvmppc_hv_enabled(kvm);""]",T-15;,kvm_vm_ioctl_check_extension,No,None,1
CVE-2017-16532,7c80f9e4a588f1925b07134bb2e3689335f6c6d8,CWE-476,linux,P-9;,get_endpoints,"[""out""]",get_endpoints,208,"[""dev->out_pipe= usb_sndbulkpipe(udev, out->desc.bEndpointAddress & USB_ENDPOINT_NUMBER_MASK);""]",T-14;,get_endpoints,No,None,1
CVE-2017-18079,340d394a789518018f834ff70f7534fc463d3226,CWE-476,linux,"P-2;
P-3;
P-10;","i8042_start
i8042_stop
i8042_interrupt","[""port"", ""exists""]",i8042_interrupt,579,"[""if (likely(port->exists && !filtered));""]",T-14;,i8042_interrupt,No,None,1
CVE-2017-18216,853bc26a7ea39e354b9f8889ae7ad1492ffa28d2,CWE-476,linux,"P-1;
P-3;
P-9;
P-11;","to_o2nm_cluster_from_node
o2nm_node_num_store
o2nm_node_ipv4_address_store
o2nm_node_local_store","[""node"", ""nd_item"", ""ci_parent""]",to_o2nm_cluster_from_node,184,"[""return to_o2nm_cluster(node->nd_item.ci_parent->ci_parent);""]",T-14;,to_o2nm_cluster_from_node,No,None,1
CVE-2016-4001,3a15cc0e1ee7168db0782133d2607a6bfa422d66,CWE-120,qemu,"P-1;
P-2;
P-3;
P-9;
P-11;",stellaris_enet_receive,"[""size"", ""s""]",stellaris_enet_receive,254,"[""memset(p, 0, (6 - size) & 3);""]",T-1;,stellaris_enet_receive,No,None,1
CVE-2016-6490,1e7aed70144b4673fc26e73062064b6724795e5f,CWE-120,qemu,"P-3;
P-9;
P-11;",virtqueue_map_desc,"[""sz""]",ddress_space_read,2087,"[""memcpy(buf, ptr, len);""]",T-1;,"virtqueue_pop
virtqueue_map_desc
virtqueue_read_next_desc
vring_desc_read
ddress_space_read",Yes,callee type,5
CVE-2016-7422,973e7170dddefb491a48df5cba33b2ae151013a0,CWE-120,qemu,"P-3;
P-9;
P-11;",virtqueue_map_desc,"[""iov"", ""num_sg"", ""iov_base""]",virtqueue_map_desc,64,"[""memcpy(buf, iov[0].iov_base + offset, bytes);""]",T-1;," virtio_gpu_handle_cursor
virtqueue_pop
virtqueue_map_desc",Yes,callee type,3
CVE-2017-6058,df8bf7a7fe75eb5d5caffa55f5cd4292b757aea6,CWE-120,qemu,"P-2;
P-6;
P-10;","net_rx_pkt_pull_data
net_rx_pkt_attach_iovec
net_rx_pkt_attach_iovec_ex
net_rx_pkt_dump
net_rx_pkt_is_vlan_stripped","[""pkt"", ""ehdr_buf""]",01v_to_buf,64,"[""memcpy(buf, iov[0].iov_base + offset, bytes);""]",T-1;,"net_rx_pkt_pull_data
th_strip_vlan
01v_to_buf",Yes,caller type,3
CVE-2016-2538,fe3c546c5ff2a6210f9a4d8561cc64051ca8603e,CWE-189,qemu,P-10;,"rndis_query_response
rndis_set_response
usb_net_handle_dataout","[""bufoffs"", ""buflen""]",rndis_query_response,947,"[""memcpy(resp + 1, infobuf, infobuflen);""]",T-1;,rndis_query_response,No,None,1
CVE-2017-5898,c7dfbf322595ded4e70b626bf83158a9f3807c6a,CWE-190,qemu,P-10;,ccid_on_apdu_from_guest,"[""len""]",,146,"[""memcpy(event->p.data.data, apdu, len);""]",T-1;,"ccid_on_apdu_from_guest
ccid_card_apdu_from_guest
 emulated_apdu_from_guest
",Yes,caller type,3
CVE-2017-5931,a08aaff811fb194950f79711d2afe5a892ae03a4,CWE-190,qemu,"P-2;
P-6;",virtio_crypto_sym_op_helper,"[""max_len""]",virtio_crypto_sym_op_helper,450,"[""op_info= g_malloc0(sizeof (CryptoDevBackendSymOpInfo) + max_len);""]",T-1;,virtio_crypto_sym_op_helper,No,None,1
CVE-2015-8666,d9a3b33d2c9f996537b7f1d0246dee2d0120cefb,CWE-787,qemu,P-2;,acpi_pm1_cnt_reset,"[""ar"", ""gpe"", ""sts"", ""en""]",acpi_pm1_cnt_reset,"[628, 629]","[""ar->gpe.sts= g_malloc0(len / 2);"", ""ar->gpe.en= g_malloc0(len / 2);""]",T-1;,acpi_pm1_cnt_reset,No,None,1
CVE-2016-5126,a6b3167fa0e825aebb5a7cd8b437b6d41584a196,CWE-787,qemu,"P-3;
P-9;",iscsi_aio_ioctl,"[""acb"", ""ioh"", ""cmd_len""]",iscsi_aio_ioctl,858,"[""memcpy(& acb->task->cdb[0], acb->ioh->cmdp, acb->ioh->cmd_len);""]",T-1;,iscsi_aio_ioctl,No,None,1
CVE-2014-0143,509a41bab5306181044b5fff02eadf96d9c8676a,CWE-190,qemu,"P-3;
P-9;",cloop_open,"[""s"", ""n_blocks""]",cloop_open,111,"[""s->offsets[i]= be64_to_cpu(s->offsets[i]);""]",T-2;,cloop_open,No,None,1
CVE-2014-0143,e3737b820b45e54b059656dc3f914f895ac7a88b,CWE-190,qemu,"P-3;
P-9;",bochs_open,"[""s"", ""catalog_size""]",bochs_open,127,"[""s->catalog_bitmap= g_malloc(s->catalog_size * 4);""]",T-1;,bochs_open,No,None,1
CVE-2014-0143,8f4754ede56e3f9ea3fd7207f4a7c4453e59285b,CWE-190,qemu,"P-9;
P-11;",bdrv_check_request,"[""nb_sectors""]",bdrv_check_request,2591,"[""return bdrv_check_byte_request(bs, sector_num * BDRV_SECTOR_SIZE, nb_sectors * BDRV_SECTOR_SIZE);""]",T-4;,bdrv_check_request,No,None,1
CVE-2012-6075,b0d9ffcd0251161c7c92f94804dcf599dfa3edeb,CWE-120,qemu,"P-9;
P-11;",e1000_receive,"[""size""]",e1000_receive,841,"[""pci_dma_write(& s->dev, le64_to_cpu(desc.buffer_addr), buf + desc_offset + vlan_offset, copy_size);""]",T-1;,e1000_receive,No,None,1
CVE-2016-7116,56f101ecce0eafd09e2daf1c4eeb1377d6959261,CWE-22,qemu,"P-2;
P-3;
P-4;
P-5;
P-7;
P-10;","v9fs_attach
name_is_illegal
v9fs_walk","[""dpath"", ""path""]",v9fs_walk,1130,"[""v9fs_path_copy(& dpath, & path);""]",T-6;,v9fs_walk,No,None,1
CVE-2017-13673,bfc56535f793c557aa754c50213fc5f882e6482d,CWE-617,qemu,P-4;,vga_draw_graphic,"[""snap""]",cpu_physical_memory_snapshot_get_dirty,1124,"[""assert(start >= snap->start);""]",T-5;,"vga_draw_graphic
memory_region_snapshot_get_dirty
cpu_physical_memory_snapshot_get_dirty",Yes,caller type,3
CVE-2015-8895,0f6fc2d5bf8f500820c3dbcf0d23ee14f2d9f734,CWE-190,ImageMagick,,ReadICONImage,"[""length""]",ReadICONImage,357,"[""png= (unsigned char *) AcquireQuantumMemory(length + 16, sizeof (* png));""]",T-4;,ReadICONImage,No,None,1
CVE-2016-5841,d8ab7f046587f2e9f734b687ba7e6e10147c294b,CWE-190,ImageMagick,"P-2;
P-11;","ReadResourceLong
ReadResourceShort
ReadProfileShort
ReadProfileLong
SyncExifProfile","[""value""]",ReadProfileShort,"[1734, 1738, 1761, 1766]","[""value= (unsigned short) ((buffer[1] << 8) | buffer[0]);"", ""value= (unsigned short) ((((unsigned char *) buffer)[0] << 8) | ((unsigned char *) buffer)[1]);"", ""value= (unsigned int) ((buffer[3] << 24) | (buffer[2] << 16) | (buffer[1] << 8) | (buffer[0]));"", ""value= (unsigned int) ((buffer[0] << 24) | (buffer[1] << 16) | (buffer[2] << 8) | buffer[3]);""]",T-4;,ReadProfileShort,No,None,1
CVE-2019-13136,fe5f4b85e6b1b54d3b4588a77133c06ade46d891,CWE-190,ImageMagick,P-9;,TIFFSeekCustomStream,"[""offset""]",TIFFSeekCustomStream,"[261, 263]","[""if ((profile->offset + offset) < 0);"", ""profile->offset+= offset;""]",T-4;,TIFFSeekCustomStream,No,None,1
CVE-2017-9499,7fd419441bc7103398e313558171d342c6315f44,CWE-617,ImageMagick,"P-3;
P-9;",ReadMPCImage,"[""image"", ""number_meta_channels""]",ReadMPCImage,695,"[""assert((ssize_t) channel < MaxPixelChannels);""]",T-5;,"InitializePixelChannelMap
SetPixelChannelAttributes
ReadImage
GetImageDecoder()
ReadStream()
ReadMPCImage",Yes,callee type,6
CVE-2017-12876,1cc6f0ccc92c20c7cab6c4a7335daf29c91f0d8e,CWE-787,ImageMagick,"P-9;
P-11;","ContrastStretchImage
EqualizeImage","[""image""]",ContrastStretchImage,"[1123, 1128]","[""black[i]= 0.0;"", ""intensity+= histogram[GetPixelChannels(image) * j + i];""]",T-2;,ContrastStretchImage,No,None,1
CVE-2017-5509,d4ec73f866a7c42a2e7f301fcd696e5cb7a7d3ab,CWE-787,ImageMagick,P-2;,WritePSDChannels,"[""image""]",WritePSDChannels,2658,"[""length= WritePSDChannel(psd_info, image_info, image, next_image, IndexQuantum, compact_pixels, rows_offset, separate, exception);""]",T-1;,WritePSDChannels,No,None,1
CVE-2017-5510,91cc3f36f2ccbd485a0456bab9aebe63b635da88,CWE-787,ImageMagick,P-2;,WritePSDChannel,"[""image""]",WritePSDChannel,"[2545, 2549]","[""length= ExportQuantumPixels(next_image, (CacheView *) NULL, quantum_info, quantum_type, pixels, exception);"", ""pixels[i]= (~pixels[i]);""]",T-2;,WritePSDChannel,No,None,1
CVE-2018-16642,cc4ac341f29fa368da6ef01c207deaf8c61f6a2e,CWE-787,ImageMagick,"P-2;
P-4;
P-8;
P-10;
P-11;",InsertRow,"[""x""]",InsertRow,"[143, 155]","[""index= ConstrainColormapIndex(image, (* p >> 6) & 0x3, exception);"", ""p++;""]",T-3;,InsertRow,No,None,1
CVE-2019-13298,d4fc44b58a14f76b1ac997517d742ee12c9dc5d3,CWE-787,ImageMagick,P-4;,EnhanceImage,"[""image""]",EnhanceImage,804,"[""pixel[image->channel_map[AlphaPixelChannel].offset]= pixel_info->alpha_trait= == UndefinedPixelTrait ? OpaqueAlpha : ClampToQuantum(pixel_info->alpha);""]",T-2;,"SetPixelViaPixelInfo
EnhanceImage",Yes,caller type,2
CVE-2019-13300,a906fe9298bf89e01d5272023db687935068849a,CWE-787,ImageMagick,"P-1;
P-2;
P-5;
P-8;
P-9;
P-10;
P-11;",AcquirePixelThreadSet,"[""image"", ""columns""]",AcquirePixelThreadSet,175,"[""pixels[i]= (PixelChannels *) AcquireQuantumMemory(image->columns, sizeof (**pixels));""]",T-2;,AcquirePixelThreadSet,No,None,1
CVE-2019-13305,29efd648f38b73a64d73f14cd2019d869a585888,CWE-787,ImageMagick,"P-1;
P-4;
P-10;",WritePNMImage,"[""extend""]",WritePNMImage,"1827
","[""(void) strncpy((char *) q, buffer, extent);""]",T-1;,WritePNMImage,No,None,1
CVE-2019-13306,e92040ea6ee2a844ebfd2344174076795a4787bd,CWE-787,ImageMagick,P-10;,WritePNMImage,"[""extend""]",WritePNMImage,1902,"[""(void) strncpy((char *) q, buffer, extent);""]",T-1;,WritePNMImage,No,None,1
CVE-2019-13307,025e77fcb2f45b21689931ba3bf74eac153afa48,CWE-787,ImageMagick,"P-2;
P-4;
P-6;
P-10;
P-11;",AcquirePixelThreadSet,"[""number_threads""]",AcquirePixelThreadSet,"[169, 559]","[""pixels= (PixelChannels **) AcquireQuantumMemory(number_threads, sizeof (* pixels));"", ""evaluate_pixel[j].channel[k]= 0.0;"", ""/ / sink点;""]",T-2;,"EvaluateImages
AcquirePixelThreadSet",Yes,callee type,2
CVE-2019-13308,61135001a625364e29bdce83832f043eebde7b5a,CWE-787,ImageMagick,"P-2;
P-4;
P-10;",ComplexImages,"[""Ai"", ""Ar"", ""Bi"", ""Br""]",ComplexImages,299,"[""Cr[i]= sqrt(Ar[i] * Ar[i] + Ai[i] * Ai[i]);""]",T-2;,ComplexImages,No,None,1
CVE-2018-14394,3a2d21bc5f97aa0161db3ae731fc2732be6108b8,CWE-369,FFmpeg,"P-3;
P-9;
P-11;",ff_mov_write_packet,"[""samples_in_chunk""]",mov_write_stsz_tag,199,"[""tst= track->cluster[i].size / track->cluster[i].entries;""]",T-17;,"mov_write_header
mov_create_chapter_track
ff_mov_write_packet
mov_write_moov_tag
mov_write_trak_tag
mov_write_mdia_tag
mov_write_minf_tag
mov_write_stbl_tag
mov_write_stsz_tag",Yes,callee type,9
CVE-2018-14395,fa19fbcf712a6a6cc5a5cfdc3254a97b9bce6582,CWE-369,FFmpeg,P-10;,mov_write_audio_tag,"[""track"", ""par"", ""channels""]",mov_write_audio_tag,1108,"[""avio_wb32(pb, track->sample_size / track->par->channels);"", ""/ * Bytes per packet * /;""]",T-17;,mov_write_audio_tag,No,None,1
CVE-2019-13454,1ddcf2e4f28029a888cadef2e757509ef5047ad8,CWE-369,ImageMagick,"P-2;
P-6;
P-8;
P-10;",RemoveDuplicateLayers,"[""curr"", ""ticks_per_second""]",RemoveDuplicateLayers,1616,"[""time= curr->delay * 1000 / curr->ticks_per_second;""]",T-17;,RemoveDuplicateLayers,No,None,1
CVE-2017-7962,ca3356eb49fee03e2eaf6b6aff826988c1122d93,CWE-369,imageworsener,"P-3;
P-9;
P-11;",iwgif_read_image,"[""rctx"", ""image_width""]",iwgif_record_pixel,"[213, 214]","[""xi= pixnum % rctx->image_width;"", ""yi= pixnum / rctx->image_width;""]",T-17;,"iwgif_read_image
lzw_process_code
lzw_emit_code
iwgif_record_pixel",Yes,caller type,4
CVE-2018-13785,8a05766cb74af05c04c53e6c9d60c13fc4d59bf2,CWE-369,libpng,P-2;,png_check_chunk_length,"[""png_ptr"", ""width"", ""channels""]",png_check_chunk_length,3177,"[""idat_limit+= 6 + 5 * (idat_limit / row_factor + 1);"", ""/ * zlib + deflate overhead * /;""]",T-17;,png_check_chunk_length,No,None,1
CVE-2018-5804,9f26ce37f5be86ea11bfc6831366558650b1f6ff,CWE-369,LibRaw,"P-2;
P-9;
P-10;","leaf_hdr_load_raw
identify","[""width""]",identify,15652,"[""switch (tiff_bps= i * 8 / (width * width)) {;""]",T-17;,identify,No,None,1
CVE-2019-1010315,4c0faba32fddbd0745cbfaf1e1aeb3da5d35b9fc,CWE-369,WavPack,"P-6;
P-9;
P-10;",ParseDsdiffHeaderConfig,"[""config"", ""num_channels""]",ParseDsdiffHeaderConfig,282,"[""total_samples= dff_chunk_header.ckDataSize / config->num_channels;""]",T-17;,ParseDsdiffHeaderConfig,No,None,1
CVE-2018-7480,9b54d816e00425c3a517514e0d677bb3cec49258,CWE-415,linux,P-3;,blkcg_init_queue,"[""new_blkg""]",blkcg_init_queue,1803,"[""blkg_free(new_blkg);""]",T-12;,blkcg_init_queue,No,None,1
CVE-2010-4169,63bfd7384b119409685a17d5c58f0b56e5dc03da,CWE-416,linux,P-4;,"mprotect_fixup
SYSCALL_DEFINE3","[""vma""]",perf_event_mmap,4117,"["".vma= vma,;""]",T-13;,"SYSCALL_DEFINE3
perf_event_mmap",Yes,caller type,2
CVE-2014-0203,86acdca1b63e6890540fa19495cfc708beff3d8b,CWE-416,linux,P-1;,__do_follow_link,"[""nd"", ""last_type""]",do_filp_open,1885,"[""__putname(nd.last.name);""]",T-12;,"__do_follow_link
do_filp_open",Yes,callee type,2
CVE-2014-4653,fd9f26e4eca5d08a27d12c0933fceef76ed9663d,CWE-416,linux,"P-1;
P-5;
P-10;","snd_ctl_add
snd_ctl_replace
snd_ctl_elem_write
snd_ctl_tlv_ioctl","[""kcontrol"", ""control""]",snd_ctl_add,362,"[""for (idx= 0;"", ""idx < kcontrol->count;"", ""idx++, id.index++, id.numid++);""]",T-13;,snd_ctl_add,No,None,1
CVE-2014-4654,82262a46627bebb0febcc26664746c25cef08563,CWE-416,linux,"P-1;
P-9;
P-11;",snd_ctl_elem_add,"[""_kctl""]",snd_ctl_free_one,280,"[""kfree(kcontrol);""]",T-12;,"snd_ctl_elem_add
snd_ctl_remove
snd_ctl_free_one",Yes,caller type,3
"CVE-2014-9940
",60a2362f769cf549dc466134efe71c8bf9fbaaba,CWE-416,linux,"P-1;
P-11;",regulator_ena_gpio_free,"[""pin""]",regulator_ena_gpio_free,1709,"[""list_for_each_entry_safe(pin, n, &;""]",T-13;,regulator_ena_gpio_free,No,None,1
CVE-2015-5706,f15133df088ecadd141ea1907f2c96df67c729f0,CWE-416,linux,P-11;,path_openat,"[""nd""]",fput,195,"[""atomic_t * v= (atomic_t *) l;""]",T-13;,"path_openat
path_cleanup
fput",Yes,caller type,3
CVE-2018-1999013,a7e032a277452366771951e29fd0bf2bd5c029f0,CWE-416,FFmpeg,P-4;,rm_read_multi,"[""mime""]",ff_rm_read_mdpr_codecdata,344,"[""ff_free_stream(s, st);""]",T-12;,"rm_read_multi
ff_rm_read_mdpr_codecdata",Yes,caller type,2
CVE-2018-16540,c432131c3fdb2143e148e8ba88555f7f7a63b25e,CWE-416,ghostpdl,"P-4;
P-9;
P-10;","x_catch_alloc
gdev_x_open","[""x_error_handler""]",gdev_x_open,277,"[""x_error_handler.orighandler= XSetErrorHandler(x_catch_free_colors);""]",T-12;,gdev_x_open,No,None,1
CVE-2018-16541,241d91112771a6104de10b3948c3f350d6690c1d,CWE-416,ghostpdl,"P-3;
P-9;",gs_main_finit,"[""i_ctx_p"", ""pgs"", ""device""]",gs_main_finit,951,"[""code= gs_closedevice(pdev);""]",T-12;,gs_main_finit,No,None,1
