cve_id,variable,cohort,tier,has_local_rejection,escaped_outside_vff,recovery_source,trigger_found,func_hit,exact_line,explicit_retry_used,rejection_count,rejection_kind,rejection_function,rejection_sink_line,rejection_sink_family,rejection_statement,gt_function,patch_functions,final_trigger_function,final_trigger_line,gt_line,pred_line,first_rejection_line_no,result_dir,log_path
CVE-2016-2857,length,Layer 1 soft reject,A,True,True,same_function_retry,True,True,False,False,2,soft_reject,net_checksum_calculate,0,memory_write,data[14+hlen+csum_offset]   = 0;,net_checksum_calculate,net_checksum_calculate,net_checksum_calculate,82,83,82,590,/users/azibaeir/Research/Autotrace/results/CVE-2016-2857,/users/azibaeir/Research/Autotrace/logs/CVE-2016-2857.log
CVE-2016-4001,data,Layer 1 hard reject,A,True,False,same_function_retry,True,True,False,False,2,hard_reject,stellaris_enet_receive,0,memory_write,"memset(p, 0, (6 - size) & 3);",stellaris_enet_receive,stellaris_enet_receive,stellaris_enet_receive,243,254,243,311,/users/azibaeir/Research/Autotrace/results/CVE-2016-4001,/users/azibaeir/Research/Autotrace/logs/CVE-2016-4001.log
CVE-2016-5314,sp,Layer 1 soft reject,A,True,False,same_function_retry,True,True,False,False,2,soft_reject,PixarLogSetupDecode,0,memory_write,"int state = inflate(&sp->stream, Z_PARTIAL_FLUSH);",PixarLogDecode,horizontalAccumulate8abgr; PixarLogSetupDecode; PixarLogDecode,PixarLogSetupDecode,694,787,694,794,/users/azibaeir/Research/Autotrace/results/CVE-2016-5314,/users/azibaeir/Research/Autotrace/logs/CVE-2016-5314.log
CVE-2016-7912,ki_complete,Layer 1 soft reject,A,True,False,same_function_retry,True,True,False,False,2,soft_reject,ffs_user_copy_worker,666,memory_write,io_data->kiocb->private = NULL;,ffs_user_copy_worker,ffs_user_copy_worker,ffs_user_copy_worker,661,666,661,606,/users/azibaeir/Research/Autotrace/results/CVE-2016-7912,/users/azibaeir/Research/Autotrace/logs/CVE-2016-7912.log
CVE-2016-7912,ki_flags,Layer 1 soft reject,A,True,False,same_function_retry,True,True,False,False,2,soft_reject,ffs_user_copy_worker,666,memory_write,io_data->kiocb->private = NULL;,ffs_user_copy_worker,ffs_user_copy_worker,ffs_user_copy_worker,661,666,661,441,/users/azibaeir/Research/Autotrace/results/CVE-2016-7912,/users/azibaeir/Research/Autotrace/logs/CVE-2016-7912.log
CVE-2016-7912,private,Layer 1 soft reject,A,True,False,same_function_retry,True,True,False,False,2,soft_reject,ffs_user_copy_worker,0,memory_write,io_data->kiocb->private = NULL;,ffs_user_copy_worker,ffs_user_copy_worker,ffs_user_copy_worker,661,666,661,538,/users/azibaeir/Research/Autotrace/results/CVE-2016-7912,/users/azibaeir/Research/Autotrace/logs/CVE-2016-7912.log
CVE-2018-17204,group_cmd,Layer 1 soft reject,A,True,True,same_function_retry,True,True,False,False,2,soft_reject,parse_group_prop_ntr_selection_method,8968,unknown,OVS_NOT_REACHED();,parse_group_prop_ntr_selection_method,parse_group_prop_ntr_selection_method,parse_group_prop_ntr_selection_method,8955,8944,8955,1549,/users/azibaeir/Research/Autotrace/results/CVE-2018-17204,/users/azibaeir/Research/Autotrace/logs/CVE-2018-17204.log
CVE-2018-17942,c_ptr,Layer 1 soft reject,A,True,True,outward_expansion,True,True,False,False,2,soft_reject,convert_to_decimal,899,memory_read,*d_ptr = '\0';,convert_to_decimal,convert_to_decimal,compile_csharp_class,899,901,899,1129,/users/azibaeir/Research/Autotrace/results/CVE-2018-17942,/users/azibaeir/Research/Autotrace/logs/CVE-2018-17942.log
CVE-2019-13454,delay,Layer 1 soft reject,A,True,False,same_function_retry,True,True,False,False,2,soft_reject,RemoveDuplicateLayers,1618,memory_read,time = curr->delay*1000/curr->ticks_per_second;,RemoveDuplicateLayers,RemoveDuplicateLayers,RemoveDuplicateLayers,1630,1629,1630,1409,/users/azibaeir/Research/Autotrace/results/CVE-2019-13454,/users/azibaeir/Research/Autotrace/logs/CVE-2019-13454.log
CVE-2019-13454,image,Layer 1 soft reject,A,True,False,same_function_retry,True,True,False,True,2,soft_reject,RemoveDuplicateLayers,1613,memory_read,time = curr->delay*1000/curr->ticks_per_second;,RemoveDuplicateLayers,RemoveDuplicateLayers,RemoveDuplicateLayers,1630,1629,1630,1061,/users/azibaeir/Research/Autotrace/results/CVE-2019-13454,/users/azibaeir/Research/Autotrace/logs/CVE-2019-13454.log
CVE-2019-9003,release_barrier,Layer 1 soft reject,A,True,False,same_function_retry,True,True,False,True,2,soft_reject,free_user,1187,memory_read,*index = srcu_read_lock(&user->release_barrier);,acquire_ipmi_user,free_user; ipmi_destroy_user,free_user,1187,223,1187,218,/users/azibaeir/Research/Autotrace/results/CVE-2019-9003,/users/azibaeir/Research/Autotrace/logs/CVE-2019-9003.log
CVE-2012-1016,kdfID,Layer 1 soft reject,A,True,True,same_function_retry,True,True,False,False,1,soft_reject,pkinit_server_return_padata,1019,memory_read,if (rep->u.dh_Info.kdfID) {,pkinit_server_return_padata,pkinit_server_return_padata,pkinit_server_return_padata,1019,1020,1019,372,/users/azibaeir/Research/Autotrace/results/CVE-2012-1016,/users/azibaeir/Research/Autotrace/logs/CVE-2012-1016.log
CVE-2013-1929,len,Layer 1 hard reject,A,True,False,same_function_retry,True,True,False,False,1,hard_reject,tg3_read_vpd,14607,memory_write,"memcpy(tp->fw_ver, &vpd_data[j], len);",tg3_read_vpd,tg3_read_vpd,tg3_read_vpd,14608,14607,14608,465,/users/azibaeir/Research/Autotrace/results/CVE-2013-1929,/users/azibaeir/Research/Autotrace/logs/CVE-2013-1929.log
CVE-2013-1929,tp,Layer 1 hard reject,A,True,False,same_function_retry,True,True,False,False,1,hard_reject,tg3_read_vpd,14607,memory_write,"memcpy(tp->fw_ver, &vpd_data[j], len);",tg3_read_vpd,tg3_read_vpd,tg3_read_vpd,14608,14607,14608,367,/users/azibaeir/Research/Autotrace/results/CVE-2013-1929,/users/azibaeir/Research/Autotrace/logs/CVE-2013-1929.log
CVE-2017-13049,bp,Layer 1 hard reject,A,True,False,same_function_retry,True,True,False,True,1,hard_reject,ubik_print,0,memory_read,temp = EXTRACT_32BITS(bp);,ubik_print,ubik_print,ubik_print,2579,2580,2579,181,/users/azibaeir/Research/Autotrace/results/CVE-2017-13049,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13049.log
CVE-2018-11379,dbg_data_len,Layer 1 hard reject,A,True,False,failure,False,False,False,True,17,hard_reject,get_debug_info,0,memory_write,"memcpy (res, dbg_data, nb10sz);",get_debug_info,get_nb10; get_debug_info,,0,0,0,423,/users/azibaeir/Research/Autotrace/results/CVE-2018-11379,/users/azibaeir/Research/Autotrace/logs/CVE-2018-11379.log
CVE-2018-11379,SizeOfData,Layer 1 hard reject,A,True,False,failure,False,False,False,False,10,hard_reject,get_nb10,0,memory_write,"memcpy (res, dbg_data, nb10sz);",get_debug_info,get_nb10; get_debug_info,,0,0,0,673,/users/azibaeir/Research/Autotrace/results/CVE-2018-11379,/users/azibaeir/Research/Autotrace/logs/CVE-2018-11379.log
CVE-2012-6704,sk_sndbuf,Layer 1 hard reject,A,True,False,failure,False,False,False,True,9,hard_reject,sock_getsockopt,0,memory_write,"if (copy_to_user(optval, &v, len))",sock_getsockopt,sock_setsockopt; sock_getsockopt,,0,0,0,790,/users/azibaeir/Research/Autotrace/results/CVE-2012-6704,/users/azibaeir/Research/Autotrace/logs/CVE-2012-6704.log
CVE-2016-10328,top,Layer 1 hard reject,A,True,False,failure,False,False,False,True,5,hard_reject,cff_parser_run,0,memory_read,*parser->top = p;,cff_parser_run,cff_parser_run,,0,0,0,481,/users/azibaeir/Research/Autotrace/results/CVE-2016-10328,/users/azibaeir/Research/Autotrace/logs/CVE-2016-10328.log
CVE-2017-13005,cb_vers,Layer 1 hard reject,A,True,False,failure,False,False,False,True,5,hard_reject,xid_map_enter,0,memory_read,xmep->proc = EXTRACT_32BITS(&rp->rm_call.cb_proc);,xid_map_enter,xid_map_enter,,0,0,0,443,/users/azibaeir/Research/Autotrace/results/CVE-2017-13005,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13005.log
CVE-2012-4565,cnt_rtt,Layer 1 hard reject,A,True,False,failure,False,False,False,True,4,hard_reject,tcp_illinois_info,0,arithmetic,"do_div(t, ca->cnt_rtt);",tcp_illinois_info,tcp_illinois_info,,0,0,0,306,/users/azibaeir/Research/Autotrace/results/CVE-2012-4565,/users/azibaeir/Research/Autotrace/logs/CVE-2012-4565.log
CVE-2012-4565,tcpv_rttcnt,Layer 1 hard reject,A,True,False,failure,False,False,False,True,4,hard_reject,tcp_illinois_info,0,arithmetic,"do_div(t, ca->cnt_rtt);",tcp_illinois_info,tcp_illinois_info,,0,0,0,390,/users/azibaeir/Research/Autotrace/results/CVE-2012-4565,/users/azibaeir/Research/Autotrace/logs/CVE-2012-4565.log
CVE-2013-0851,buf_size,Layer 1 hard reject,A,True,True,outward_expansion,True,False,False,False,4,hard_reject,decode_frame,0,memory_write,height = AV_RL16(&buf[10]);,decode_frame,decode_frame,decode_mb,211,254,211,237,/users/azibaeir/Research/Autotrace/results/CVE-2013-0851,/users/azibaeir/Research/Autotrace/logs/CVE-2013-0851.log
CVE-2013-1929,fw_ver,Layer 1 hard reject,A,True,False,failure,False,False,False,True,4,hard_reject,tg3_read_vpd,0,memory_write,"memcpy(tp->fw_ver, &vpd_data[j], len);",tg3_read_vpd,tg3_read_vpd,,0,0,0,406,/users/azibaeir/Research/Autotrace/results/CVE-2013-1929,/users/azibaeir/Research/Autotrace/logs/CVE-2013-1929.log
CVE-2015-8784,buf,Layer 1 soft reject,A,True,False,failure,False,False,False,False,4,soft_reject,NeXTDecode,0,unknown,"SETPIXEL(op, grey);",NeXTDecode,NeXTDecode,,0,0,0,778,/users/azibaeir/Research/Autotrace/results/CVE-2015-8784,/users/azibaeir/Research/Autotrace/logs/CVE-2015-8784.log
CVE-2017-18079,exists,Layer 1 hard reject,A,True,False,failure,False,False,False,True,4,hard_reject,i8042_interrupt,0,memory_read,if (likely(port->exists && !filtered)),i8042_interrupt,i8042_start; i8042_stop; i8042_interrupt,,0,0,0,559,/users/azibaeir/Research/Autotrace/results/CVE-2017-18079,/users/azibaeir/Research/Autotrace/logs/CVE-2017-18079.log
CVE-2011-3929,ach,Layer 1 soft reject,A,True,True,outward_expansion,True,False,False,False,2,soft_reject,avpriv_dv_produce_packet,146,memory_read,pcm[of*2]   = frame[d+1];,avpriv_dv_produce_packet,avpriv_dv_produce_packet,dv_extract_audio,146,152,146,313,/users/azibaeir/Research/Autotrace/results/CVE-2011-3929,/users/azibaeir/Research/Autotrace/logs/CVE-2011-3929.log
CVE-2012-4565,sum_rtt,Layer 1 hard reject,A,True,False,failure,False,False,False,True,2,hard_reject,tcp_illinois_info,0,arithmetic,"do_div(t, ca->cnt_rtt);",tcp_illinois_info,tcp_illinois_info,,0,0,0,594,/users/azibaeir/Research/Autotrace/results/CVE-2012-4565,/users/azibaeir/Research/Autotrace/logs/CVE-2012-4565.log
CVE-2016-10328,stackSize,Layer 1 hard reject,A,True,False,failure,False,False,False,True,2,hard_reject,cff_parser_run,0,memory_read,*parser->top = p;,cff_parser_run,cff_parser_run,,0,0,0,552,/users/azibaeir/Research/Autotrace/results/CVE-2016-10328,/users/azibaeir/Research/Autotrace/logs/CVE-2016-10328.log
CVE-2017-13012,ip_len,Layer 1 hard reject,A,True,False,failure,False,False,False,True,2,hard_reject,icmp_print,0,memory_read,"ip_print(ndo, bp, EXTRACT_16BITS(&ip->ip_len));",icmp_print,icmp_print,,0,0,0,327,/users/azibaeir/Research/Autotrace/results/CVE-2017-13012,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13012.log
CVE-2017-13039,ep2,Layer 1 soft reject,A,True,False,failure,False,False,False,False,2,soft_reject,ikev1_attrmap_print,924,memory_read,totlen = 4 + EXTRACT_16BITS(&p[2]);,ikev1_t_print,ikev1_attrmap_print; ikev1_attr_print; ikev1_t_print; ikev1_n_print; ikev2_t_print,,0,0,0,801,/users/azibaeir/Research/Autotrace/results/CVE-2017-13039,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13039.log
CVE-2017-7864,isCFF2,Layer 1 hard reject,A,True,False,failure,False,False,False,False,2,hard_reject,tt_size_reset,0,memory_read,*metrics = size->root.metrics;,tt_size_reset,tt_size_reset,,0,0,0,339,/users/azibaeir/Research/Autotrace/results/CVE-2017-7864,/users/azibaeir/Research/Autotrace/logs/CVE-2017-7864.log
CVE-2015-8745,is_masked,Layer 1 hard reject,A,True,False,failure,False,False,False,False,1,hard_reject,vmxnet3_io_bar0_read,0,unknown,g_assert_not_reached();,vmxnet3_io_bar0_read,vmxnet3_io_bar0_read,,0,0,0,392,/users/azibaeir/Research/Autotrace/results/CVE-2015-8745,/users/azibaeir/Research/Autotrace/logs/CVE-2015-8745.log
CVE-2015-8784,imagewidth,Layer 1 soft reject,A,True,False,failure,False,False,False,False,1,soft_reject,NeXTDecode,132,unknown,"SETPIXEL(op, grey);",NeXTDecode,NeXTDecode,,0,0,0,1001,/users/azibaeir/Research/Autotrace/results/CVE-2015-8784,/users/azibaeir/Research/Autotrace/logs/CVE-2015-8784.log
CVE-2016-10328,stack,Layer 1 hard reject,A,True,False,failure,False,False,False,False,1,hard_reject,cff_parser_run,0,memory_read,*parser->top = p;,cff_parser_run,cff_parser_run,,0,0,0,673,/users/azibaeir/Research/Autotrace/results/CVE-2016-10328,/users/azibaeir/Research/Autotrace/logs/CVE-2016-10328.log
CVE-2016-9540,outskew,Layer 1 soft reject,A,True,False,failure,False,False,False,False,1,soft_reject,cpStripToTile,1171,memory_read,*out++ = *in++;,cpStripToTile,DECLAREreadFunc; DECLAREwriteFunc,,0,0,0,1026,/users/azibaeir/Research/Autotrace/results/CVE-2016-9540,/users/azibaeir/Research/Autotrace/logs/CVE-2016-9540.log
CVE-2017-13033,u_int,Layer 1 soft reject,A,True,False,failure,False,False,False,False,1,soft_reject,fn_printzp,0,memory_read,c = *s++;,fn_printzp,vtp_print,,0,0,0,986,/users/azibaeir/Research/Autotrace/results/CVE-2017-13033,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13033.log
CVE-2017-13054,tptr,Layer 1 hard reject,B,True,False,same_function_retry,True,True,True,True,5,hard_reject,lldp_private_8023_print,0,memory_read,"ND_PRINT((ndo, ""\n\t    MTU size %u"", EXTRACT_16BI",lldp_private_8023_print,lldp_private_8023_print,lldp_private_8023_print,901,901,901,310,/users/azibaeir/Research/Autotrace/results/CVE-2017-13054,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13054.log
CVE-2008-2826,addr_num,Layer 1 soft reject,B,True,True,same_function_retry,True,True,True,False,4,soft_reject,sctp_getsockopt_local_addrs_old,4432,allocation,addrs = kmalloc(sizeof(union sctp_addr) * getaddrs,sctp_getsockopt_local_addrs_old,sctp_getsockopt_local_addrs_old,sctp_getsockopt_local_addrs_old,4426,4426,4426,397,/users/azibaeir/Research/Autotrace/results/CVE-2008-2826,/users/azibaeir/Research/Autotrace/logs/CVE-2008-2826.log
CVE-2017-8066,hconf,Layer 1 hard reject,B,True,False,same_function_retry,True,True,True,True,3,hard_reject,gs_usb_probe,0,unknown,"rc = usb_control_msg(interface_to_usbdev(intf), us",gs_usb_probe,gs_usb_probe,gs_usb_probe,917,917,917,351,/users/azibaeir/Research/Autotrace/results/CVE-2017-8066,/users/azibaeir/Research/Autotrace/logs/CVE-2017-8066.log
CVE-2014-7937,ptns_to_read,Layer 1 soft reject,B,True,False,same_function_retry,True,True,True,False,2,soft_reject,setup_classifs,0,memory_read,vr->classifs[p + i] = temp - temp2 * vr->classific,setup_classifs,setup_classifs; vorbis_residue_decode_internal,setup_classifs,1340,1340,1340,492,/users/azibaeir/Research/Autotrace/results/CVE-2014-7937,/users/azibaeir/Research/Autotrace/logs/CVE-2014-7937.log
CVE-2017-11464,use_box_blur,Layer 1 soft reject,B,True,False,same_function_retry,True,True,True,False,2,soft_reject,gaussian_blur_surface,0,memory_read,dest[bpp * output + i] = (ac[i] + (coverage >> 1)),box_blur_line,box_blur_line; gaussian_blur_surface,box_blur_line,1487,1487,1487,1579,/users/azibaeir/Research/Autotrace/results/CVE-2017-11464,/users/azibaeir/Research/Autotrace/logs/CVE-2017-11464.log
CVE-2016-10506,rpy,Layer 1 soft reject,B,True,False,same_function_retry,True,True,True,False,1,soft_reject,opj_pi_next_rpcl,0,memory_read,if (!((pi->y % (OPJ_INT32)(comp->dy << rpy) == 0),opj_pi_next_rpcl,opj_pi_next_rpcl; opj_pi_next_pcrl; opj_pi_next_cprl,opj_pi_next_rpcl,372,372,372,1050,/users/azibaeir/Research/Autotrace/results/CVE-2016-10506,/users/azibaeir/Research/Autotrace/logs/CVE-2016-10506.log
CVE-2016-2070,prior_cwnd,Layer 1 soft reject,B,True,False,same_function_retry,True,True,True,False,1,soft_reject,tcp_cwnd_reduction,0,memory_write,"sndcnt = div_u64(dividend, tp->prior_cwnd) - tp->p",tcp_cwnd_reduction,tcp_cwnd_reduction,tcp_cwnd_reduction,2485,2485,2485,501,/users/azibaeir/Research/Autotrace/results/CVE-2016-2070,/users/azibaeir/Research/Autotrace/logs/CVE-2016-2070.log
CVE-2016-8670,remain,Layer 1 soft reject,B,True,True,same_function_retry,True,True,True,False,1,soft_reject,dynamicGetbuf,0,memory_write,"memcpy(buf, (void *) ((char *)dp->data + dp->pos),",dynamicGetbuf,dynamicGetbuf,dynamicGetbuf,290,290,290,528,/users/azibaeir/Research/Autotrace/results/CVE-2016-8670,/users/azibaeir/Research/Autotrace/logs/CVE-2016-8670.log
CVE-2019-11338,first_slice_in_pic_flag,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,True,9,soft_reject,hls_slice_header,496,unknown,ff_hevc_clear_refs(s);,hls_slice_header,hls_slice_header; decode_nal_unit,hls_slice_header,515,491,515,380,/users/azibaeir/Research/Autotrace/results/CVE-2019-11338,/users/azibaeir/Research/Autotrace/logs/CVE-2019-11338.log
CVE-2018-11378,op,Layer 1 hard reject,B,True,False,same_function_retry,True,True,False,True,7,hard_reject,wasm_dis,0,memory_write,"snprintf (op->txt + strlen (op->txt), R_ASM_BUFSIZ",wasm_dis,wasm_dis,wasm_dis,421,419,421,392,/users/azibaeir/Research/Autotrace/results/CVE-2018-11378,/users/azibaeir/Research/Autotrace/logs/CVE-2018-11378.log
CVE-2014-9668,Offset,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,5,soft_reject,woff_open_font,718,arithmetic,FT_STREAM_SEEK( table->Offset ),FT_Gzip_Uncompress,woff_open_font,woff_open_font,568,715,568,1230,/users/azibaeir/Research/Autotrace/results/CVE-2014-9668,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9668.log
CVE-2014-3145,len,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,4,soft_reject,__skb_get_nlattr_nest,625,memory_read,if (nla->nla_len > A - skb->len),__skb_get_nlattr,__skb_get_nlattr; __skb_get_nlattr_nest,__skb_get_nlattr_nest,621,608,621,275,/users/azibaeir/Research/Autotrace/results/CVE-2014-3145,/users/azibaeir/Research/Autotrace/logs/CVE-2014-3145.log
CVE-2016-10028,max_size,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,4,soft_reject,virgl_cmd_get_capset,377,unknown,"virgl_renderer_fill_caps(gc.capset_id, gc.capset_v",virgl_cmd_get_capset,virgl_cmd_get_capset,virgl_cmd_get_capset,377,374,377,239,/users/azibaeir/Research/Autotrace/results/CVE-2016-10028,/users/azibaeir/Research/Autotrace/logs/CVE-2016-10028.log
CVE-2014-9657,num_records,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,3,soft_reject,tt_face_load_hdmx,539,memory_write,face->hdmx_record_sizes[nn] = p[0];,tt_face_load_hdmx,tt_face_load_hdmx,tt_face_load_hdmx,539,541,539,693,/users/azibaeir/Research/Autotrace/results/CVE-2014-9657,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9657.log
CVE-2014-9666,strike_index_array,Layer 1 soft reject,B,True,True,failure,False,True,False,False,3,soft_reject,tt_sbit_decoder_init,0,memory_read,if ( decoder->strike_index_array > face->sbit_tabl,tt_sbit_decoder_load_image,tt_sbit_decoder_init,,0,397,398,460,/users/azibaeir/Research/Autotrace/results/CVE-2014-9666,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9666.log
CVE-2016-5126,cmd_len,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,3,soft_reject,iscsi_aio_ioctl,857,memory_write,"memcpy(&acb->task->cdb[0], acb->ioh->cmdp, acb->io",iscsi_aio_ioctl,iscsi_aio_ioctl,iscsi_aio_ioctl,857,858,857,280,/users/azibaeir/Research/Autotrace/results/CVE-2016-5126,/users/azibaeir/Research/Autotrace/logs/CVE-2016-5126.log
CVE-2017-12995,compress,Layer 1 hard reject,B,True,False,same_function_retry,True,True,False,True,3,hard_reject,ns_nprint,0,memory_read,while (i && cp < ndo->ndo_snapend) { ... },ns_nprint,ns_nprint,ns_nprint,171,169,171,630,/users/azibaeir/Research/Autotrace/results/CVE-2017-12995,/users/azibaeir/Research/Autotrace/logs/CVE-2017-12995.log
CVE-2017-13023,pad1,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,3,soft_reject,mobility_opt_print,158,memory_read,EXTRACT_16BITS(&bp[i+2]) << 2,mobility_opt_print,mobility_opt_print,mobility_opt_print,158,154,158,217,/users/azibaeir/Research/Autotrace/results/CVE-2017-13023,/users/azibaeir/Research/Autotrace/logs/CVE-2017-13023.log
CVE-2017-5931,curr_size,Layer 1 hard reject,B,True,False,same_function_retry,True,True,False,False,3,hard_reject,virtio_crypto_sym_op_helper,465,allocation,op_info = g_malloc0(sizeof(CryptoDevBackendSymOpIn,virtio_crypto_sym_op_helper,virtio_crypto_sym_op_helper,virtio_crypto_sym_op_helper,465,450,465,289,/users/azibaeir/Research/Autotrace/results/CVE-2017-5931,/users/azibaeir/Research/Autotrace/logs/CVE-2017-5931.log
CVE-2018-20467,bmp_info,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,True,3,soft_reject,ReadBMPImage,597,unknown,do { ... } while (...),ReadBMPImage,ReadBMPImage,ReadBMPImage,597,587,597,571,/users/azibaeir/Research/Autotrace/results/CVE-2018-20467,/users/azibaeir/Research/Autotrace/logs/CVE-2018-20467.log
CVE-2012-0855,numXtiles,Layer 1 soft reject,B,True,True,failure,False,True,False,False,2,soft_reject,get_sot,439,memory_read,J2kTile *tile = s->tile + s->curtileno;,get_sot,get_sot,,0,437,434,367,/users/azibaeir/Research/Autotrace/results/CVE-2012-0855,/users/azibaeir/Research/Autotrace/logs/CVE-2012-0855.log
CVE-2014-3144,len,Layer 1 soft reject,B,True,True,failure,False,True,False,False,2,soft_reject,__skb_get_nlattr_nest,0,memory_read,if (nla->nla_len > A - skb->len),__skb_get_nlattr_nest,__skb_get_nlattr; __skb_get_nlattr_nest,,0,606,621,362,/users/azibaeir/Research/Autotrace/results/CVE-2014-3144,/users/azibaeir/Research/Autotrace/logs/CVE-2014-3144.log
CVE-2014-9657,version,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,2,soft_reject,tt_face_load_hdmx,539,memory_write,face->hdmx_record_sizes[nn] = p[0];,tt_face_load_hdmx,tt_face_load_hdmx,tt_face_load_hdmx,540,541,540,864,/users/azibaeir/Research/Autotrace/results/CVE-2014-9657,/users/azibaeir/Research/Autotrace/logs/CVE-2014-9657.log
CVE-2015-1790,enc_data,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,2,soft_reject,PKCS7_dataDecode,600,memory_read,if (data_body->length > 0),PKCS7_dataDecode,PKCS7_dataDecode,PKCS7_dataDecode,460,596,460,1287,/users/azibaeir/Research/Autotrace/results/CVE-2015-1790,/users/azibaeir/Research/Autotrace/logs/CVE-2015-1790.log
CVE-2017-12995,chars_processed,Layer 1 hard reject,B,True,False,same_function_retry,True,True,False,False,2,hard_reject,ns_nprint,215,memory_read,while (i && cp < ndo->ndo_snapend) { ... },ns_nprint,ns_nprint,ns_nprint,215,169,215,763,/users/azibaeir/Research/Autotrace/results/CVE-2017-12995,/users/azibaeir/Research/Autotrace/logs/CVE-2017-12995.log
CVE-2017-12995,data_size,Layer 1 hard reject,B,True,False,same_function_retry,True,True,False,False,2,hard_reject,ns_nprint,215,memory_read,while (i && cp < ndo->ndo_snapend) { ... },ns_nprint,ns_nprint,ns_nprint,215,169,215,802,/users/azibaeir/Research/Autotrace/results/CVE-2017-12995,/users/azibaeir/Research/Autotrace/logs/CVE-2017-12995.log
CVE-2018-13095,di_format,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,2,soft_reject,xfs_dinode_verify,248,unknown,"xfs_iext_insert(ip, &icur, &new, state);",xfs_inode_from_disk,xfs_dinode_verify; xfs_dinode_verify_fork,xfs_dinode_verify,248,250,248,1542,/users/azibaeir/Research/Autotrace/results/CVE-2018-13095,/users/azibaeir/Research/Autotrace/logs/CVE-2018-13095.log
CVE-2018-5807,tiff_bps,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,2,soft_reject,nikon_coolscan_load_raw,1529,memory_read,ip[col][0] = curve[buf[col*3]];,rollei_load_raw,fMAX; nikon_coolscan_load_raw; rollei_load_raw; samsung_load_raw; parse_exif,nikon_coolscan_load_raw,1529,1526,1529,393,/users/azibaeir/Research/Autotrace/results/CVE-2018-5807,/users/azibaeir/Research/Autotrace/logs/CVE-2018-5807.log
CVE-2018-5810,image,Layer 1 soft reject,B,True,True,failure,False,True,False,False,2,soft_reject,nikon_coolscan_load_raw,1529,memory_read,ip[col][0] = curve[buf[col*3]];,rollei_load_raw,nikon_coolscan_load_raw; rollei_load_raw; samsung_load_raw; parse_exif; find_green,,0,1526,1532,831,/users/azibaeir/Research/Autotrace/results/CVE-2018-5810,/users/azibaeir/Research/Autotrace/logs/CVE-2018-5810.log
CVE-2012-1571,pos,Layer 1 soft reject,B,True,True,same_function_retry,True,True,False,False,1,soft_reject,cdf_read_short_sector,0,memory_write,"(void)memcpy(((char *)buf) + offs, ((const char *)",cdf_read_short_sector,cdf_read_short_sector; cdf_read_short_sector_chain; cdf_read_property_info,cdf_read_short_sector,362,364,362,845,/users/azibaeir/Research/Autotrace/results/CVE-2012-1571,/users/azibaeir/Research/Autotrace/logs/CVE-2012-1571.log
CVE-2015-4003,unit_size,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,1,soft_reject,oz_usb_handle_ep_data,329,arithmetic,int n = (len - sizeof(struct oz_multiple_fixed)+1),oz_usb_handle_ep_data,oz_usb_handle_ep_data,oz_usb_handle_ep_data,329,330,329,186,/users/azibaeir/Research/Autotrace/results/CVE-2015-4003,/users/azibaeir/Research/Autotrace/logs/CVE-2015-4003.log
CVE-2016-10192,loop_run,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,1,soft_reject,http_receive_data,2762,memory_write,"len = recv(c->fd, c->buffer_ptr, FFMIN(c->chunk_si",http_receive_data,http_receive_data,http_receive_data,2762,2765,2762,761,/users/azibaeir/Research/Autotrace/results/CVE-2016-10192,/users/azibaeir/Research/Autotrace/logs/CVE-2016-10192.log
CVE-2016-7799,format,Layer 1 soft reject,B,True,False,same_function_retry,True,True,False,False,1,soft_reject,SyncExifProfile,2039,memory_read,number_bytes=(size_t) components*format_bytes[form,SyncExifProfile,SyncExifProfile,SyncExifProfile,2053,2040,2053,593,/users/azibaeir/Research/Autotrace/results/CVE-2016-7799,/users/azibaeir/Research/Autotrace/logs/CVE-2016-7799.log
